Gebied;Gebiedscode;Gemeente;Jaar;Leeftijdsgroep;Aantal
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2011;0-17;530
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2011;0-17;394
Buurt 27   't Zwering;BU01530207;Enschede;2011;0-17;615
Buurt 28   Ruwenbos;BU01530208;Enschede;2011;0-17;508
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2011;0-17;886
Buurt 31   Twekkelerveld;BU01530301;Enschede;2011;0-17;682
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2011;0-17;461
Buurt 41   Bolhaar;BU01530401;Enschede;2011;0-17;292
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2011;0-17;860
Buurt 43   Mekkelholt;BU01530403;Enschede;2011;0-17;352
Buurt 44   Deppenbroek;BU01530404;Enschede;2011;0-17;909
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2011;0-17;177
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2011;0-17;64
Buurt 50   Schreurserve;BU01530500;Enschede;2011;0-17;450
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2011;0-17;408
Buurt 52   Park Stokhorst;BU01530502;Enschede;2011;0-17;731
Buurt 53   Stokhorst;BU01530503;Enschede;2011;0-17;183
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2011;0-17;704
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2011;0-17;1065
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2011;0-17;527
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2011;0-17;937
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2011;0-17;963
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2011;0-17;542
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2011;0-17;1039
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2011;0-17;952
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2011;0-17;1012
Buurt 69   het Brunink;BU01530609;Enschede;2011;0-17;99
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2011;0-17;32
Buurt 71   Marssteden;BU01530701;Enschede;2011;0-17;7
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2011;0-17;2
Buurt 73   Kennispark;BU01530703;Enschede;2011;0-17;2
Buurt 80   Glanerveld;BU01530800;Enschede;2011;0-17;252
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2011;0-17;638
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2011;0-17;693
Buurt 83   Eekmaat;BU01530803;Enschede;2011;0-17;379
Buurt 84   Oikos;BU01530804;Enschede;2011;0-17;802
Buurt 85   Eilermarke;BU01530805;Enschede;2011;0-17;686
Buurt 86   De Slank;BU01530806;Enschede;2011;0-17;52
Buurt 87   Dolphia;BU01530807;Enschede;2011;0-17;126
Buurt 88   Eekmaat West;BU01530808;Enschede;2011;0-17;915
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2011;0-17;381
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2011;0-17;499
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2011;0-17;221
Buurt 93   Noord Esmarke;BU01530903;Enschede;2011;0-17;62
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2011;0-17;45
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2011;0-17;305
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2011;0-17;44
Buurt 97   Boekelerveld;BU01530907;Enschede;2011;0-17;147
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2011;0-17;45
Buurt 00   City;BU01530000;Enschede;2012;0-17;71
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2012;0-17;259
Buurt 02   De Laares;BU01530002;Enschede;2012;0-17;387
Buurt 03   De Bothoven;BU01530003;Enschede;2012;0-17;548
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2012;0-17;434
Buurt 05   Getfert;BU01530005;Enschede;2012;0-17;524
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2012;0-17;283
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2012;0-17;392
Buurt 08   Boddenkamp;BU01530008;Enschede;2012;0-17;46
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2012;0-17;793
Buurt 11   Wooldrik;BU01530101;Enschede;2012;0-17;275
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2012;0-17;559
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2012;0-17;830
Buurt 14   Sleutelkamp;BU01530104;Enschede;2012;0-17;147
Buurt 15   't Weldink;BU01530105;Enschede;2012;0-17;2
Buurt 16   De Leuriks;BU01530106;Enschede;2012;0-17;24
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2012;0-17;401
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2012;0-17;673
Buurt 22   Pathmos;BU01530202;Enschede;2012;0-17;413
Buurt 23   Stevenfenne;BU01530203;Enschede;2012;0-17;986
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2012;0-17;272
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2012;0-17;558
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2012;0-17;387
Buurt 27   't Zwering;BU01530207;Enschede;2012;0-17;586
Buurt 28   Ruwenbos;BU01530208;Enschede;2012;0-17;493
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2012;0-17;874
Buurt 31   Twekkelerveld;BU01530301;Enschede;2012;0-17;711
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2012;0-17;458
Buurt 41   Bolhaar;BU01530401;Enschede;2012;0-17;302
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2012;0-17;872
Buurt 43   Mekkelholt;BU01530403;Enschede;2012;0-17;391
Buurt 44   Deppenbroek;BU01530404;Enschede;2012;0-17;877
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2012;0-17;183
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2012;0-17;68
Buurt 50   Schreurserve;BU01530500;Enschede;2012;0-17;408
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2012;0-17;408
Buurt 52   Park Stokhorst;BU01530502;Enschede;2012;0-17;717
Buurt 53   Stokhorst;BU01530503;Enschede;2012;0-17;160
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2012;0-17;682
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2012;0-17;1077
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2012;0-17;522
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2012;0-17;900
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2012;0-17;974
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2012;0-17;539
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2012;0-17;963
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2012;0-17;911
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2012;0-17;972
Buurt 69   het Brunink;BU01530609;Enschede;2012;0-17;106
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2012;0-17;26
Buurt 71   Marssteden;BU01530701;Enschede;2012;0-17;6
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2012;0-17;2
Buurt 73   Kennispark;BU01530703;Enschede;2012;0-17;3
Buurt 80   Glanerveld;BU01530800;Enschede;2012;0-17;245
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2012;0-17;631
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2012;0-17;690
Buurt 83   Eekmaat;BU01530803;Enschede;2012;0-17;383
Buurt 84   Oikos;BU01530804;Enschede;2012;0-17;804
Buurt 85   Eilermarke;BU01530805;Enschede;2012;0-17;698
Buurt 86   De Slank;BU01530806;Enschede;2012;0-17;48
Buurt 87   Dolphia;BU01530807;Enschede;2012;0-17;123
Buurt 88   Eekmaat West;BU01530808;Enschede;2012;0-17;918
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2012;0-17;389
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2012;0-17;493
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2012;0-17;215
Buurt 93   Noord Esmarke;BU01530903;Enschede;2012;0-17;60
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2012;0-17;50
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2012;0-17;298
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2012;0-17;43
Buurt 97   Boekelerveld;BU01530907;Enschede;2012;0-17;143
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2012;0-17;45
Buurt 00   City;BU01530000;Enschede;2013;0-17;78
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2013;0-17;256
Buurt 02   De Laares;BU01530002;Enschede;2013;0-17;387
Buurt 03   De Bothoven;BU01530003;Enschede;2013;0-17;579
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2013;0-17;458
Buurt 05   Getfert;BU01530005;Enschede;2013;0-17;514
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2013;0-17;282
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2013;0-17;420
Buurt 08   Boddenkamp;BU01530008;Enschede;2013;0-17;54
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2013;0-17;910
Buurt 11   Wooldrik;BU01530101;Enschede;2013;0-17;266
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2013;0-17;553
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2013;0-17;820
Buurt 14   Sleutelkamp;BU01530104;Enschede;2013;0-17;163
Buurt 15   't Weldink;BU01530105;Enschede;2013;0-17;5
Buurt 16   De Leuriks;BU01530106;Enschede;2013;0-17;21
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2013;0-17;407
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2013;0-17;697
Buurt 22   Pathmos;BU01530202;Enschede;2013;0-17;392
Buurt 23   Stevenfenne;BU01530203;Enschede;2013;0-17;952
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2013;0-17;277
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2013;0-17;551
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2013;0-17;376
Buurt 27   't Zwering;BU01530207;Enschede;2013;0-17;556
Buurt 28   Ruwenbos;BU01530208;Enschede;2013;0-17;468
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2013;0-17;847
Buurt 31   Twekkelerveld;BU01530301;Enschede;2013;0-17;712
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2013;0-17;464
Buurt 41   Bolhaar;BU01530401;Enschede;2013;0-17;278
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2013;0-17;897
Buurt 43   Mekkelholt;BU01530403;Enschede;2013;0-17;409
Buurt 44   Deppenbroek;BU01530404;Enschede;2013;0-17;871
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2013;0-17;175
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2013;0-17;70
Buurt 50   Schreurserve;BU01530500;Enschede;2013;0-17;415
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2013;0-17;409
Buurt 52   Park Stokhorst;BU01530502;Enschede;2013;0-17;700
Buurt 53   Stokhorst;BU01530503;Enschede;2013;0-17;157
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2013;0-17;672
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2013;0-17;1071
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2013;0-17;513
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2013;0-17;874
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2013;0-17;941
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2013;0-17;558
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2013;0-17;916
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2013;0-17;870
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2013;0-17;941
Buurt 69   het Brunink;BU01530609;Enschede;2013;0-17;111
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2013;0-17;21
Buurt 71   Marssteden;BU01530701;Enschede;2013;0-17;5
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2013;0-17;2
Buurt 73   Kennispark;BU01530703;Enschede;2013;0-17;2
Buurt 80   Glanerveld;BU01530800;Enschede;2013;0-17;237
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2013;0-17;604
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2013;0-17;690
Buurt 83   Eekmaat;BU01530803;Enschede;2013;0-17;395
Buurt 84   Oikos;BU01530804;Enschede;2013;0-17;807
Buurt 85   Eilermarke;BU01530805;Enschede;2013;0-17;690
Buurt 86   De Slank;BU01530806;Enschede;2013;0-17;50
Buurt 87   Dolphia;BU01530807;Enschede;2013;0-17;148
Buurt 88   Eekmaat West;BU01530808;Enschede;2013;0-17;893
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2013;0-17;392
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2013;0-17;496
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2013;0-17;220
Buurt 93   Noord Esmarke;BU01530903;Enschede;2013;0-17;65
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2013;0-17;56
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2013;0-17;285
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2013;0-17;46
Buurt 97   Boekelerveld;BU01530907;Enschede;2013;0-17;142
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2013;0-17;42
Buurt 00   City;BU01530000;Enschede;2014;0-17;99
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2014;0-17;266
Buurt 02   De Laares;BU01530002;Enschede;2014;0-17;425
Buurt 03   De Bothoven;BU01530003;Enschede;2014;0-17;604
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2014;0-17;466
Buurt 05   Getfert;BU01530005;Enschede;2014;0-17;507
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2014;0-17;274
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2014;0-17;433
Buurt 08   Boddenkamp;BU01530008;Enschede;2014;0-17;59
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2014;0-17;907
Buurt 11   Wooldrik;BU01530101;Enschede;2014;0-17;272
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2014;0-17;543
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2014;0-17;794
Buurt 14   Sleutelkamp;BU01530104;Enschede;2014;0-17;162
Buurt 15   't Weldink;BU01530105;Enschede;2014;0-17;1
Buurt 16   De Leuriks;BU01530106;Enschede;2014;0-17;21
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2014;0-17;359
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2014;0-17;641
Buurt 22   Pathmos;BU01530202;Enschede;2014;0-17;382
Buurt 23   Stevenfenne;BU01530203;Enschede;2014;0-17;960
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2014;0-17;276
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2014;0-17;563
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2014;0-17;365
Buurt 27   't Zwering;BU01530207;Enschede;2014;0-17;540
Buurt 28   Ruwenbos;BU01530208;Enschede;2014;0-17;447
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2014;0-17;860
Buurt 31   Twekkelerveld;BU01530301;Enschede;2014;0-17;688
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2014;0-17;462
Buurt 41   Bolhaar;BU01530401;Enschede;2014;0-17;298
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2014;0-17;919
Buurt 43   Mekkelholt;BU01530403;Enschede;2014;0-17;432
Buurt 44   Deppenbroek;BU01530404;Enschede;2014;0-17;860
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2014;0-17;171
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2014;0-17;58
Buurt 50   Schreurserve;BU01530500;Enschede;2014;0-17;447
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2014;0-17;416
Buurt 52   Park Stokhorst;BU01530502;Enschede;2014;0-17;694
Buurt 53   Stokhorst;BU01530503;Enschede;2014;0-17;168
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2014;0-17;678
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2014;0-17;1107
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2014;0-17;515
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2014;0-17;867
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2014;0-17;969
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2014;0-17;580
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2014;0-17;903
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2014;0-17;826
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2014;0-17;909
Buurt 69   het Brunink;BU01530609;Enschede;2014;0-17;109
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2014;0-17;20
Buurt 71   Marssteden;BU01530701;Enschede;2014;0-17;4
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2014;0-17;2
Buurt 73   Kennispark;BU01530703;Enschede;2014;0-17;2
Buurt 80   Glanerveld;BU01530800;Enschede;2014;0-17;230
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2014;0-17;600
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2014;0-17;662
Buurt 83   Eekmaat;BU01530803;Enschede;2014;0-17;391
Buurt 84   Oikos;BU01530804;Enschede;2014;0-17;807
Buurt 85   Eilermarke;BU01530805;Enschede;2014;0-17;681
Buurt 86   De Slank;BU01530806;Enschede;2014;0-17;43
Buurt 87   Dolphia;BU01530807;Enschede;2014;0-17;154
Buurt 88   Eekmaat West;BU01530808;Enschede;2014;0-17;878
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2014;0-17;392
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2014;0-17;487
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2014;0-17;205
Buurt 93   Noord Esmarke;BU01530903;Enschede;2014;0-17;61
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2014;0-17;63
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2014;0-17;279
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2014;0-17;53
Buurt 97   Boekelerveld;BU01530907;Enschede;2014;0-17;128
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2014;0-17;44
Buurt 00   City;BU01530000;Enschede;2015;0-17;120
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2015;0-17;281
Buurt 02   De Laares;BU01530002;Enschede;2015;0-17;419
Buurt 03   De Bothoven;BU01530003;Enschede;2015;0-17;592
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2015;0-17;474
Buurt 05   Getfert;BU01530005;Enschede;2015;0-17;491
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2015;0-17;278
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2015;0-17;438
Buurt 08   Boddenkamp;BU01530008;Enschede;2015;0-17;67
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2015;0-17;916
Buurt 11   Wooldrik;BU01530101;Enschede;2015;0-17;266
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2015;0-17;531
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2015;0-17;780
Buurt 14   Sleutelkamp;BU01530104;Enschede;2015;0-17;158
Buurt 16   De Leuriks;BU01530106;Enschede;2015;0-17;20
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2015;0-17;318
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2015;0-17;627
Buurt 22   Pathmos;BU01530202;Enschede;2015;0-17;410
Buurt 23   Stevenfenne;BU01530203;Enschede;2015;0-17;968
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2015;0-17;274
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2015;0-17;545
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2015;0-17;352
Buurt 27   't Zwering;BU01530207;Enschede;2015;0-17;508
Buurt 28   Ruwenbos;BU01530208;Enschede;2015;0-17;427
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2015;0-17;848
Buurt 31   Twekkelerveld;BU01530301;Enschede;2015;0-17;709
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2015;0-17;461
Buurt 41   Bolhaar;BU01530401;Enschede;2015;0-17;307
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2015;0-17;909
Buurt 43   Mekkelholt;BU01530403;Enschede;2015;0-17;461
Buurt 44   Deppenbroek;BU01530404;Enschede;2015;0-17;853
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2015;0-17;163
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2015;0-17;54
Buurt 50   Schreurserve;BU01530500;Enschede;2015;0-17;461
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2015;0-17;417
Buurt 52   Park Stokhorst;BU01530502;Enschede;2015;0-17;669
Buurt 53   Stokhorst;BU01530503;Enschede;2015;0-17;157
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2015;0-17;670
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2015;0-17;1132
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2015;0-17;517
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2015;0-17;862
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2015;0-17;978
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2015;0-17;576
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2015;0-17;891
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2015;0-17;792
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2015;0-17;887
Buurt 69   het Brunink;BU01530609;Enschede;2015;0-17;101
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2015;0-17;24
Buurt 71   Marssteden;BU01530701;Enschede;2015;0-17;5
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2015;0-17;3
Buurt 73   Kennispark;BU01530703;Enschede;2015;0-17;2
Buurt 80   Glanerveld;BU01530800;Enschede;2015;0-17;215
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2015;0-17;589
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2015;0-17;648
Buurt 83   Eekmaat;BU01530803;Enschede;2015;0-17;405
Buurt 84   Oikos;BU01530804;Enschede;2015;0-17;810
Buurt 85   Eilermarke;BU01530805;Enschede;2015;0-17;689
Buurt 86   De Slank;BU01530806;Enschede;2015;0-17;40
Buurt 87   Dolphia;BU01530807;Enschede;2015;0-17;148
Buurt 88   Eekmaat West;BU01530808;Enschede;2015;0-17;864
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2015;0-17;410
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2015;0-17;499
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2015;0-17;201
Buurt 93   Noord Esmarke;BU01530903;Enschede;2015;0-17;58
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2015;0-17;70
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2015;0-17;277
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2015;0-17;53
Buurt 97   Boekelerveld;BU01530907;Enschede;2015;0-17;135
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2015;0-17;36
Buurt 00   City;BU01530000;Enschede;2016;0-17;114
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2016;0-17;290
Buurt 02   De Laares;BU01530002;Enschede;2016;0-17;482
Buurt 03   De Bothoven;BU01530003;Enschede;2016;0-17;617
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2016;0-17;467
Buurt 05   Getfert;BU01530005;Enschede;2016;0-17;502
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2016;0-17;271
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2016;0-17;448
Buurt 08   Boddenkamp;BU01530008;Enschede;2016;0-17;78
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2016;0-17;880
Buurt 11   Wooldrik;BU01530101;Enschede;2016;0-17;272
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2016;0-17;540
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2016;0-17;759
Buurt 14   Sleutelkamp;BU01530104;Enschede;2016;0-17;153
Buurt 16   De Leuriks;BU01530106;Enschede;2016;0-17;22
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2016;0-17;275
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2016;0-17;604
Buurt 22   Pathmos;BU01530202;Enschede;2016;0-17;406
Buurt 23   Stevenfenne;BU01530203;Enschede;2016;0-17;941
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2016;0-17;287
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2016;0-17;548
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2016;0-17;338
Buurt 27   't Zwering;BU01530207;Enschede;2016;0-17;469
Buurt 28   Ruwenbos;BU01530208;Enschede;2016;0-17;436
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2016;0-17;844
Buurt 31   Twekkelerveld;BU01530301;Enschede;2016;0-17;740
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2016;0-17;469
Buurt 41   Bolhaar;BU01530401;Enschede;2016;0-17;322
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2016;0-17;930
Buurt 43   Mekkelholt;BU01530403;Enschede;2016;0-17;473
Buurt 44   Deppenbroek;BU01530404;Enschede;2016;0-17;815
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2016;0-17;160
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2016;0-17;62
Buurt 50   Schreurserve;BU01530500;Enschede;2016;0-17;441
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2016;0-17;389
Buurt 52   Park Stokhorst;BU01530502;Enschede;2016;0-17;676
Buurt 53   Stokhorst;BU01530503;Enschede;2016;0-17;159
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2016;0-17;656
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2016;0-17;1122
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2016;0-17;519
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2016;0-17;864
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2016;0-17;972
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2016;0-17;585
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2016;0-17;862
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2016;0-17;773
